req_id,timestamp,cpu_requested,mem_requested,task_duration
REQ_13658,1719,0.126,0.064,118
REQ_13659,1719,0.125,0.143,17
REQ_13660,1720,0.088,0.03,28
REQ_13661,1720,0.167,0.033,94
REQ_13662,1721,0.159,0.021,69
REQ_13663,1721,0.17,0.139,17
REQ_13664,1724,0.221,0.062,117
REQ_13665,1724,0.111,0.024,99
REQ_13666,1726,0.131,0.043,47
REQ_13667,1726,0.058,0.084,88
REQ_13668,1727,0.082,0.056,111
REQ_13669,1727,0.145,0.146,36
REQ_13670,1727,0.135,0.134,109
REQ_13671,1727,0.087,0.063,85
REQ_13672,1728,0.107,0.142,112
REQ_13673,1729,0.115,0.048,66
REQ_13674,1729,0.096,0.11,70
REQ_13675,1730,0.099,0.149,84
REQ_13676,1730,0.146,0.047,21
REQ_13677,1732,0.115,0.046,79
REQ_13678,1733,0.136,0.104,52
REQ_13679,1733,0.073,0.087,88
REQ_13680,1733,0.122,0.04,76
REQ_13681,1734,0.137,0.065,29
REQ_13682,1738,0.157,0.051,19
REQ_13683,1739,0.238,0.12,12
REQ_13684,1740,0.15,0.06,76
REQ_13685,1741,0.076,0.033,53
REQ_13686,1742,0.186,0.113,107
REQ_13687,1742,0.138,0.079,20
REQ_13688,1743,0.167,0.13,72
REQ_13689,1743,0.245,0.108,64
REQ_13690,1744,0.15,0.021,100
REQ_13691,1744,0.058,0.071,55
REQ_13692,1744,0.209,0.108,72
REQ_13693,1744,0.221,0.105,104
REQ_13694,1745,0.206,0.094,96
REQ_13695,1745,0.103,0.041,14
REQ_13696,1746,0.178,0.057,116
REQ_13697,1746,0.08,0.112,14
REQ_13698,1747,0.132,0.067,79
REQ_13699,1748,0.139,0.116,75
REQ_13700,1749,0.121,0.109,95
REQ_13701,1749,0.085,0.09,36
REQ_13702,1750,0.22,0.029,54
REQ_13703,1751,0.107,0.075,93
REQ_13704,1751,0.224,0.137,51
REQ_13705,1753,0.148,0.074,112
REQ_13706,1753,0.126,0.083,106
REQ_13707,1753,0.055,0.1,12
REQ_13708,1755,0.063,0.104,59
REQ_13709,1755,0.144,0.04,61
REQ_13710,1756,0.085,0.075,48
REQ_13711,1756,0.068,0.089,50
REQ_13712,1757,0.219,0.077,45
REQ_13713,1757,0.224,0.124,77
REQ_13714,1758,0.064,0.047,15
REQ_13715,1759,0.249,0.091,85
REQ_13716,1759,0.155,0.123,115
REQ_13717,1759,0.203,0.097,83
REQ_13718,1760,0.122,0.065,22
REQ_13719,1762,0.181,0.035,59
REQ_13720,1762,0.24,0.064,50
REQ_13721,1763,0.156,0.091,14
REQ_13722,1764,0.23,0.146,82
REQ_13723,1765,0.228,0.047,18
REQ_13724,1765,0.115,0.137,47
REQ_13725,1767,0.057,0.022,15
REQ_13726,1767,0.132,0.091,79
REQ_13727,1767,0.065,0.139,17
REQ_13728,1767,0.087,0.137,69
REQ_13729,1767,0.064,0.123,43
REQ_13730,1767,0.185,0.034,69
REQ_13731,1768,0.163,0.115,46
REQ_13732,1769,0.204,0.055,95
REQ_13733,1770,0.219,0.149,18
REQ_13734,1770,0.168,0.148,112
REQ_13735,1771,0.173,0.141,11
REQ_13736,1771,0.146,0.053,76
REQ_13737,1772,0.25,0.112,63
REQ_13738,1772,0.158,0.058,111
REQ_13739,1773,0.216,0.14,107
REQ_13740,1773,0.069,0.126,46
REQ_13741,1774,0.178,0.088,73
REQ_13742,1774,0.153,0.14,67
REQ_13743,1775,0.059,0.146,89
REQ_13744,1775,0.118,0.108,88
REQ_13745,1777,0.138,0.137,10
REQ_13746,1777,0.17,0.089,110
REQ_13747,1777,0.136,0.032,18
REQ_13748,1778,0.247,0.035,115
REQ_13749,1778,0.178,0.039,42
REQ_13750,1778,0.249,0.063,118
REQ_13751,1778,0.187,0.071,12
REQ_13752,1779,0.106,0.047,89
REQ_13753,1779,0.221,0.127,62
REQ_13754,1779,0.122,0.091,82
REQ_13755,1779,0.096,0.118,79
REQ_13756,1780,0.122,0.148,111
REQ_13757,1780,0.217,0.119,71
REQ_13758,1780,0.247,0.023,74
REQ_13759,1781,0.218,0.045,36
REQ_13760,1781,0.126,0.106,47
REQ_13761,1782,0.206,0.092,31
REQ_13762,1782,0.174,0.073,60
REQ_13763,1783,0.171,0.062,56
REQ_13764,1784,0.071,0.059,99
REQ_13765,1785,0.069,0.049,40
REQ_13766,1785,0.065,0.133,36
REQ_13767,1786,0.078,0.094,11
REQ_13768,1786,0.078,0.064,34
REQ_13769,1786,0.209,0.11,88
REQ_13770,1786,0.14,0.028,51
REQ_13771,1787,0.105,0.05,102
REQ_13772,1787,0.05,0.08,29
REQ_13773,1787,0.166,0.051,104
REQ_13774,1788,0.227,0.025,92
REQ_13775,1788,0.079,0.101,61
REQ_13776,1788,0.146,0.085,15
REQ_13777,1788,0.19,0.065,49
REQ_13778,1788,0.201,0.021,92
REQ_13779,1789,0.135,0.087,106
REQ_13780,1790,0.085,0.146,47
REQ_13781,1791,0.21,0.089,54
REQ_13782,1791,0.158,0.088,110
REQ_13783,1791,0.246,0.046,111
REQ_13784,1791,0.117,0.075,57
REQ_13785,1791,0.132,0.141,70
REQ_13786,1791,0.136,0.092,102
REQ_13787,1792,0.061,0.094,18
REQ_13788,1792,0.162,0.039,72
REQ_13789,1792,0.072,0.075,54
REQ_13790,1795,0.095,0.131,25
REQ_13791,1797,0.151,0.147,93
REQ_13792,1798,0.231,0.049,98
REQ_13793,1798,0.066,0.148,62
REQ_13794,1798,0.105,0.065,13
REQ_13795,1799,0.108,0.087,94
REQ_13796,1799,0.056,0.117,97
REQ_13797,1801,0.209,0.114,100
REQ_13798,1802,0.149,0.13,63
REQ_13799,1802,0.15,0.075,21
REQ_13800,1802,0.22,0.039,117
REQ_13801,1802,0.079,0.024,27
REQ_13802,1803,0.054,0.067,110
REQ_13803,1803,0.193,0.142,89
REQ_13804,1803,0.12,0.087,29
REQ_13805,1803,0.07,0.1,111
REQ_13806,1804,0.106,0.041,90
REQ_13807,1804,0.122,0.129,100
REQ_13808,1805,0.24,0.051,85
REQ_13809,1806,0.131,0.047,21
REQ_13810,1807,0.062,0.076,19
REQ_13811,1809,0.18,0.129,108
REQ_13812,1809,0.214,0.145,66
REQ_13813,1810,0.103,0.056,61
REQ_13814,1810,0.111,0.123,105
REQ_13815,1810,0.064,0.092,63
REQ_13816,1811,0.195,0.032,44
REQ_13817,1811,0.066,0.062,59
REQ_13818,1812,0.12,0.135,98
REQ_13819,1813,0.19,0.112,106
REQ_13820,1813,0.208,0.037,25
REQ_13821,1814,0.131,0.075,39
REQ_13822,1814,0.181,0.145,108
REQ_13823,1815,0.117,0.103,38
REQ_13824,1816,0.16,0.111,10
REQ_13825,1816,0.14,0.107,17
REQ_13826,1816,0.088,0.101,34
REQ_13827,1818,0.248,0.073,103
REQ_13828,1818,0.221,0.147,33
REQ_13829,1819,0.196,0.137,14
REQ_13830,1819,0.203,0.149,52
REQ_13831,1819,0.119,0.11,29
REQ_13832,1819,0.206,0.052,112
REQ_13833,1820,0.121,0.088,28
REQ_13834,1820,0.246,0.028,43
REQ_13835,1821,0.129,0.106,44
REQ_13836,1821,0.143,0.058,105
REQ_13837,1821,0.194,0.025,53
REQ_13838,1821,0.084,0.053,82
REQ_13839,1821,0.214,0.036,86
REQ_13840,1821,0.162,0.116,78
REQ_13841,1822,0.226,0.066,76
REQ_13842,1822,0.091,0.078,68
REQ_13843,1822,0.153,0.137,89
REQ_13844,1822,0.228,0.05,100
REQ_13845,1822,0.162,0.125,12
REQ_13846,1823,0.082,0.107,30
REQ_13847,1823,0.196,0.14,61
REQ_13848,1824,0.176,0.039,31
REQ_13849,1824,0.204,0.024,35
REQ_13850,1824,0.172,0.07,21
REQ_13851,1825,0.232,0.043,10
REQ_13852,1825,0.055,0.11,41
REQ_13853,1825,0.161,0.133,81
REQ_13854,1826,0.236,0.145,45
REQ_13855,1827,0.217,0.039,19
REQ_13856,1827,0.152,0.072,115
REQ_13857,1827,0.165,0.062,63
REQ_13858,1827,0.163,0.14,61
REQ_13859,1827,0.135,0.048,29
REQ_13860,1828,0.172,0.09,117
REQ_13861,1828,0.19,0.077,20
REQ_13862,1828,0.203,0.138,112
REQ_13863,1828,0.063,0.129,39
REQ_13864,1829,0.244,0.074,87
REQ_13865,1829,0.177,0.061,117
REQ_13866,1830,0.135,0.145,44
REQ_13867,1830,0.138,0.08,108
REQ_13868,1831,0.135,0.092,85
REQ_13869,1831,0.138,0.12,63
REQ_13870,1832,0.076,0.03,75
REQ_13871,1832,0.101,0.146,18
REQ_13872,1833,0.166,0.022,55
REQ_13873,1833,0.114,0.039,88
REQ_13874,1835,0.073,0.08,17
REQ_13875,1835,0.188,0.098,24
REQ_13876,1836,0.062,0.09,91
REQ_13877,1836,0.201,0.13,113
REQ_13878,1836,0.156,0.09,59
REQ_13879,1836,0.188,0.082,10
REQ_13880,1836,0.062,0.105,57
REQ_13881,1837,0.087,0.043,44
REQ_13882,1837,0.056,0.107,82
REQ_13883,1837,0.237,0.066,29
REQ_13884,1837,0.191,0.091,60
REQ_13885,1838,0.065,0.148,24
REQ_13886,1838,0.075,0.047,79
REQ_13887,1838,0.084,0.069,83
REQ_13888,1839,0.155,0.076,55
REQ_13889,1840,0.181,0.049,72
REQ_13890,1840,0.221,0.073,81
REQ_13891,1840,0.222,0.095,51
REQ_13892,1840,0.212,0.023,11
REQ_13893,1840,0.129,0.15,42
REQ_13894,1840,0.078,0.047,99
REQ_13895,1840,0.177,0.035,11
REQ_13896,1841,0.085,0.087,40
REQ_13897,1842,0.188,0.021,40
REQ_13898,1842,0.182,0.137,107
REQ_13899,1842,0.088,0.08,102
REQ_13900,1842,0.22,0.094,68
REQ_13901,1842,0.187,0.072,26
REQ_13902,1843,0.165,0.142,71
REQ_13903,1843,0.094,0.043,81
REQ_13904,1844,0.055,0.044,38
REQ_13905,1844,0.231,0.126,95
REQ_13906,1844,0.247,0.133,102
REQ_13907,1845,0.081,0.046,10
REQ_13908,1845,0.109,0.068,27
REQ_13909,1845,0.188,0.05,49
REQ_13910,1846,0.247,0.107,71
REQ_13911,1846,0.222,0.113,49
REQ_13912,1846,0.086,0.097,107
REQ_13913,1846,0.096,0.11,29
REQ_13914,1847,0.177,0.096,77
REQ_13915,1847,0.076,0.136,38
REQ_13916,1847,0.108,0.125,117
REQ_13917,1847,0.069,0.039,42
REQ_13918,1847,0.153,0.024,39
REQ_13919,1847,0.175,0.112,117
REQ_13920,1848,0.051,0.081,65
REQ_13921,1849,0.106,0.022,66
REQ_13922,1849,0.118,0.145,33
REQ_13923,1849,0.157,0.103,110
REQ_13924,1850,0.095,0.115,96
REQ_13925,1850,0.169,0.042,50
REQ_13926,1850,0.062,0.064,59
REQ_13927,1851,0.057,0.146,33
REQ_13928,1851,0.245,0.06,117
REQ_13929,1851,0.185,0.097,72
REQ_13930,1852,0.134,0.038,81
REQ_13931,1852,0.245,0.032,52
REQ_13932,1852,0.197,0.033,67
REQ_13933,1852,0.161,0.038,52
REQ_13934,1854,0.115,0.078,15
REQ_13935,1854,0.236,0.116,97
REQ_13936,1854,0.182,0.063,47
REQ_13937,1854,0.052,0.062,62
REQ_13938,1854,0.134,0.138,107
REQ_13939,1854,0.212,0.08,90
REQ_13940,1854,0.089,0.074,43
REQ_13941,1855,0.118,0.07,89
REQ_13942,1855,0.088,0.111,76
REQ_13943,1856,0.24,0.072,21
REQ_13944,1856,0.138,0.061,65
REQ_13945,1857,0.118,0.07,77
REQ_13946,1857,0.081,0.021,111
REQ_13947,1857,0.166,0.073,90
REQ_13948,1858,0.204,0.029,76
REQ_13949,1858,0.062,0.041,52
REQ_13950,1859,0.237,0.066,113
REQ_13951,1859,0.217,0.06,103
REQ_13952,1860,0.196,0.123,76
REQ_13953,1861,0.147,0.122,76
REQ_13954,1861,0.07,0.109,24
REQ_13955,1862,0.247,0.066,87
REQ_13956,1862,0.184,0.091,19
REQ_13957,1862,0.072,0.124,97
REQ_13958,1862,0.159,0.058,27
REQ_13959,1862,0.216,0.132,118
REQ_13960,1863,0.058,0.062,67
REQ_13961,1863,0.239,0.107,111
REQ_13962,1863,0.228,0.075,93
REQ_13963,1864,0.172,0.032,108
REQ_13964,1864,0.126,0.135,80
REQ_13965,1865,0.117,0.092,67
REQ_13966,1865,0.235,0.028,107
REQ_13967,1866,0.189,0.115,113
REQ_13968,1867,0.16,0.128,37
REQ_13969,1867,0.099,0.1,35
REQ_13970,1867,0.23,0.052,22
REQ_13971,1868,0.145,0.136,77
REQ_13972,1869,0.182,0.145,101
REQ_13973,1869,0.18,0.135,13
REQ_13974,1870,0.145,0.105,12
REQ_13975,1870,0.223,0.07,114
REQ_13976,1870,0.193,0.031,57
REQ_13977,1871,0.061,0.127,31
REQ_13978,1871,0.205,0.135,12
REQ_13979,1872,0.166,0.081,71
REQ_13980,1872,0.149,0.09,93
REQ_13981,1872,0.22,0.074,21
REQ_13982,1872,0.056,0.086,99
REQ_13983,1873,0.159,0.066,75
REQ_13984,1873,0.199,0.128,98
REQ_13985,1873,0.123,0.095,54
REQ_13986,1873,0.094,0.065,48
REQ_13987,1873,0.105,0.049,68
REQ_13988,1874,0.19,0.028,98
REQ_13989,1874,0.111,0.08,80
REQ_13990,1874,0.203,0.122,103
REQ_13991,1875,0.069,0.064,51
REQ_13992,1875,0.061,0.092,46
REQ_13993,1875,0.231,0.089,74
REQ_13994,1875,0.152,0.064,58
REQ_13995,1875,0.232,0.024,34
REQ_13996,1875,0.125,0.03,83
REQ_13997,1875,0.209,0.095,31
REQ_13998,1876,0.201,0.046,68
REQ_13999,1876,0.054,0.147,68
REQ_14000,1877,0.23,0.068,101
REQ_14001,1877,0.233,0.133,59
REQ_14002,1877,0.219,0.106,110
REQ_14003,1878,0.074,0.048,87
REQ_14004,1878,0.236,0.049,47
REQ_14005,1878,0.225,0.072,108
REQ_14006,1878,0.187,0.027,87
REQ_14007,1878,0.11,0.051,16
REQ_14008,1879,0.184,0.069,110
REQ_14009,1879,0.065,0.07,28
REQ_14010,1880,0.118,0.088,110
REQ_14011,1880,0.073,0.056,51
REQ_14012,1881,0.065,0.088,119
REQ_14013,1881,0.2,0.083,97
REQ_14014,1881,0.106,0.129,60
REQ_14015,1882,0.082,0.041,98
REQ_14016,1882,0.138,0.106,46
REQ_14017,1883,0.111,0.064,16
REQ_14018,1883,0.117,0.033,54
REQ_14019,1883,0.156,0.045,75
REQ_14020,1884,0.053,0.085,119
REQ_14021,1884,0.141,0.087,103
REQ_14022,1884,0.246,0.025,30
REQ_14023,1884,0.156,0.078,85
REQ_14024,1884,0.063,0.134,71
REQ_14025,1885,0.216,0.037,54
REQ_14026,1885,0.195,0.078,54
REQ_14027,1886,0.217,0.058,39
REQ_14028,1886,0.164,0.136,20
REQ_14029,1886,0.069,0.081,58
REQ_14030,1886,0.167,0.146,117
REQ_14031,1887,0.195,0.028,65
REQ_14032,1887,0.101,0.04,67
REQ_14033,1887,0.111,0.103,26
REQ_14034,1887,0.086,0.042,55
REQ_14035,1889,0.137,0.083,17
REQ_14036,1890,0.099,0.047,42
REQ_14037,1890,0.147,0.039,11
REQ_14038,1890,0.144,0.08,48
REQ_14039,1891,0.094,0.023,110
REQ_14040,1891,0.243,0.064,15
REQ_14041,1891,0.148,0.066,66
REQ_14042,1892,0.108,0.026,38
REQ_14043,1894,0.098,0.034,52
REQ_14044,1894,0.076,0.127,66
REQ_14045,1894,0.094,0.09,32
REQ_14046,1894,0.096,0.029,60
REQ_14047,1895,0.112,0.112,86
REQ_14048,1895,0.15,0.102,112
REQ_14049,1895,0.24,0.143,26
REQ_14050,1896,0.219,0.1,102
REQ_14051,1896,0.127,0.101,103
REQ_14052,1897,0.249,0.132,57
REQ_14053,1897,0.107,0.069,27
REQ_14054,1898,0.125,0.032,31
REQ_14055,1898,0.247,0.033,109
REQ_14056,1898,0.211,0.099,41
REQ_14057,1899,0.057,0.043,68
REQ_14058,1899,0.085,0.116,73
REQ_14059,1900,0.145,0.143,86
REQ_14060,1900,0.056,0.119,68
REQ_14061,1901,0.09,0.032,92
REQ_14062,1901,0.08,0.06,23
REQ_14063,1902,0.073,0.134,97
REQ_14064,1902,0.122,0.025,107
REQ_14065,1904,0.221,0.064,65
REQ_14066,1904,0.062,0.131,69
REQ_14067,1904,0.163,0.139,73
REQ_14068,1905,0.213,0.041,71
REQ_14069,1905,0.128,0.046,95
REQ_14070,1905,0.103,0.038,28
REQ_14071,1905,0.235,0.047,69
REQ_14072,1906,0.246,0.149,66
REQ_14073,1906,0.089,0.141,94
REQ_14074,1907,0.147,0.07,116
REQ_14075,1907,0.099,0.147,112
REQ_14076,1908,0.145,0.121,65
REQ_14077,1908,0.203,0.038,72
REQ_14078,1908,0.056,0.099,113
REQ_14079,1909,0.224,0.126,21
REQ_14080,1909,0.177,0.085,101
REQ_14081,1909,0.107,0.102,34
REQ_14082,1909,0.074,0.028,104
REQ_14083,1910,0.096,0.086,107
REQ_14084,1910,0.203,0.125,22
REQ_14085,1910,0.198,0.126,64
REQ_14086,1911,0.073,0.146,87
REQ_14087,1911,0.237,0.095,111
REQ_14088,1911,0.245,0.124,81
REQ_14089,1912,0.156,0.073,39
REQ_14090,1912,0.067,0.104,86
REQ_14091,1912,0.105,0.054,114
REQ_14092,1912,0.178,0.05,111
REQ_14093,1913,0.17,0.103,116
REQ_14094,1913,0.172,0.03,88
REQ_14095,1913,0.141,0.032,14
REQ_14096,1913,0.247,0.074,49
REQ_14097,1914,0.067,0.11,73
REQ_14098,1914,0.215,0.029,60
REQ_14099,1914,0.101,0.099,17
REQ_14100,1915,0.136,0.1,38
REQ_14101,1915,0.12,0.029,57
REQ_14102,1915,0.098,0.039,52
REQ_14103,1915,0.197,0.142,32
REQ_14104,1915,0.23,0.097,30
REQ_14105,1916,0.24,0.034,108
REQ_14106,1916,0.088,0.058,25
REQ_14107,1916,0.203,0.076,38
REQ_14108,1916,0.068,0.114,37
REQ_14109,1916,0.105,0.086,63
REQ_14110,1917,0.054,0.023,27
REQ_14111,1917,0.166,0.076,93
REQ_14112,1917,0.115,0.035,115
REQ_14113,1917,0.076,0.05,42
REQ_14114,1917,0.244,0.051,45
REQ_14115,1918,0.196,0.025,34
REQ_14116,1918,0.244,0.06,79
REQ_14117,1918,0.221,0.115,118
REQ_14118,1918,0.165,0.022,53
REQ_14119,1919,0.185,0.091,12
REQ_14120,1919,0.054,0.14,39
REQ_14121,1920,0.195,0.116,89
REQ_14122,1920,0.109,0.147,111
REQ_14123,1921,0.212,0.03,77
REQ_14124,1921,0.081,0.05,49
REQ_14125,1921,0.232,0.086,86
REQ_14126,1923,0.197,0.138,117
REQ_14127,1923,0.186,0.128,50
REQ_14128,1923,0.22,0.105,76
REQ_14129,1924,0.079,0.119,108
REQ_14130,1924,0.103,0.139,48
REQ_14131,1925,0.055,0.052,69
REQ_14132,1926,0.206,0.112,34
REQ_14133,1926,0.193,0.049,118
REQ_14134,1927,0.186,0.102,111
REQ_14135,1927,0.172,0.126,106
REQ_14136,1927,0.18,0.123,87
REQ_14137,1927,0.201,0.147,16
REQ_14138,1928,0.236,0.047,71
REQ_14139,1929,0.078,0.145,84
REQ_14140,1929,0.165,0.126,42
REQ_14141,1929,0.237,0.092,20
REQ_14142,1930,0.199,0.086,111
REQ_14143,1930,0.176,0.055,88
REQ_14144,1930,0.233,0.085,97
REQ_14145,1931,0.228,0.05,15
REQ_14146,1931,0.166,0.115,14
REQ_14147,1931,0.217,0.057,118
REQ_14148,1931,0.129,0.03,52
REQ_14149,1931,0.192,0.051,118
REQ_14150,1932,0.237,0.11,42
REQ_14151,1932,0.057,0.111,49
REQ_14152,1932,0.056,0.124,15
REQ_14153,1932,0.158,0.079,97
REQ_14154,1932,0.131,0.078,76
REQ_14155,1932,0.219,0.092,48
REQ_14156,1932,0.132,0.063,100
REQ_14157,1934,0.197,0.124,116
REQ_14158,1934,0.133,0.126,63
REQ_14159,1934,0.199,0.065,81
REQ_14160,1934,0.107,0.038,118
REQ_14161,1934,0.144,0.023,78
REQ_14162,1935,0.183,0.129,60
REQ_14163,1936,0.066,0.041,92
REQ_14164,1936,0.083,0.135,38
REQ_14165,1936,0.218,0.111,37
REQ_14166,1937,0.126,0.091,81
REQ_14167,1937,0.199,0.026,87
REQ_14168,1937,0.079,0.118,90
REQ_14169,1937,0.209,0.131,93
REQ_14170,1938,0.138,0.026,61
REQ_14171,1938,0.176,0.02,48
REQ_14172,1939,0.12,0.084,58
REQ_14173,1939,0.2,0.146,67
REQ_14174,1940,0.069,0.146,68
REQ_14175,1940,0.248,0.071,75
REQ_14176,1940,0.182,0.132,21
REQ_14177,1940,0.169,0.121,96
REQ_14178,1940,0.206,0.135,69
REQ_14179,1940,0.072,0.044,21
REQ_14180,1941,0.067,0.139,61
REQ_14181,1941,0.055,0.044,54
REQ_14182,1942,0.236,0.113,117
REQ_14183,1943,0.155,0.113,77
REQ_14184,1943,0.228,0.105,32
REQ_14185,1944,0.13,0.067,61
REQ_14186,1944,0.208,0.04,24
REQ_14187,1944,0.195,0.107,60
REQ_14188,1944,0.183,0.144,99
REQ_14189,1945,0.203,0.108,100
REQ_14190,1945,0.152,0.086,67
REQ_14191,1946,0.167,0.121,16
REQ_14192,1946,0.138,0.133,116
REQ_14193,1947,0.092,0.122,20
REQ_14194,1948,0.171,0.085,32
REQ_14195,1948,0.229,0.104,11
REQ_14196,1948,0.117,0.056,54
REQ_14197,1948,0.132,0.058,15
REQ_14198,1949,0.244,0.123,72
REQ_14199,1949,0.229,0.091,41
REQ_14200,1950,0.053,0.143,81
REQ_14201,1950,0.126,0.034,10
REQ_14202,1950,0.174,0.052,93
REQ_14203,1950,0.147,0.149,17
REQ_14204,1951,0.249,0.141,90
REQ_14205,1951,0.115,0.027,58
REQ_14206,1951,0.064,0.134,101
REQ_14207,1952,0.22,0.058,86
REQ_14208,1952,0.14,0.107,101
REQ_14209,1953,0.151,0.021,87
REQ_14210,1953,0.151,0.038,25
REQ_14211,1953,0.095,0.139,73
REQ_14212,1954,0.101,0.123,114
REQ_14213,1954,0.105,0.135,17
REQ_14214,1955,0.074,0.085,110
REQ_14215,1955,0.168,0.099,107
REQ_14216,1956,0.06,0.05,12
REQ_14217,1956,0.114,0.095,20
REQ_14218,1956,0.172,0.094,86
REQ_14219,1956,0.216,0.081,65
REQ_14220,1956,0.203,0.021,34
REQ_14221,1956,0.101,0.03,95
REQ_14222,1957,0.075,0.02,108
REQ_14223,1958,0.25,0.084,41
REQ_14224,1958,0.052,0.046,101
REQ_14225,1958,0.124,0.107,32
REQ_14226,1959,0.212,0.058,62
REQ_14227,1959,0.123,0.129,109
REQ_14228,1959,0.175,0.091,109
REQ_14229,1959,0.106,0.117,74
REQ_14230,1961,0.069,0.129,42
REQ_14231,1961,0.112,0.057,45
REQ_14232,1961,0.064,0.091,86
REQ_14233,1961,0.08,0.037,97
REQ_14234,1962,0.06,0.125,78
REQ_14235,1962,0.054,0.031,119
REQ_14236,1962,0.249,0.1,30
REQ_14237,1963,0.124,0.069,19
REQ_14238,1963,0.239,0.114,93
REQ_14239,1964,0.138,0.143,119
REQ_14240,1965,0.147,0.046,53
REQ_14241,1965,0.205,0.14,29
REQ_14242,1965,0.152,0.067,108
REQ_14243,1965,0.067,0.11,50
REQ_14244,1965,0.135,0.126,92
REQ_14245,1966,0.104,0.079,116
REQ_14246,1966,0.214,0.063,13
REQ_14247,1966,0.122,0.12,63
REQ_14248,1966,0.164,0.055,16
REQ_14249,1967,0.16,0.022,11
REQ_14250,1967,0.135,0.046,35
REQ_14251,1968,0.2,0.039,42
REQ_14252,1968,0.125,0.095,40
REQ_14253,1968,0.108,0.079,27
REQ_14254,1969,0.107,0.034,73
REQ_14255,1969,0.124,0.125,11
REQ_14256,1969,0.151,0.139,70
REQ_14257,1969,0.226,0.054,17
REQ_14258,1970,0.068,0.067,84
REQ_14259,1970,0.06,0.124,102
REQ_14260,1970,0.194,0.129,29
REQ_14261,1971,0.24,0.139,61
REQ_14262,1971,0.127,0.104,57
REQ_14263,1971,0.141,0.092,24
REQ_14264,1971,0.071,0.121,81
REQ_14265,1971,0.209,0.059,54
REQ_14266,1972,0.218,0.07,108
REQ_14267,1972,0.239,0.087,113
REQ_14268,1972,0.104,0.069,29
REQ_14269,1973,0.223,0.098,85
REQ_14270,1973,0.052,0.075,21
REQ_14271,1973,0.142,0.055,41
REQ_14272,1974,0.075,0.127,81
REQ_14273,1974,0.145,0.145,14
REQ_14274,1974,0.084,0.03,24
REQ_14275,1975,0.156,0.038,79
REQ_14276,1975,0.195,0.143,52
REQ_14277,1975,0.197,0.09,30
REQ_14278,1976,0.081,0.142,34
REQ_14279,1976,0.194,0.032,87
REQ_14280,1976,0.103,0.041,66
REQ_14281,1976,0.221,0.112,12
REQ_14282,1977,0.088,0.081,14
REQ_14283,1977,0.089,0.088,38
REQ_14284,1978,0.131,0.031,20
REQ_14285,1978,0.184,0.036,53
REQ_14286,1978,0.178,0.042,80
REQ_14287,1979,0.23,0.135,24
REQ_14288,1979,0.239,0.02,65
REQ_14289,1979,0.231,0.145,55
REQ_14290,1979,0.107,0.046,57
REQ_14291,1980,0.213,0.047,40
REQ_14292,1980,0.165,0.132,54
REQ_14293,1980,0.117,0.079,56
REQ_14294,1980,0.162,0.028,104
REQ_14295,1980,0.223,0.029,16
REQ_14296,1981,0.157,0.034,85
REQ_14297,1981,0.205,0.147,101
REQ_14298,1981,0.121,0.022,25
REQ_14299,1982,0.085,0.028,100
REQ_14300,1982,0.141,0.081,26
REQ_14301,1982,0.229,0.116,64
REQ_14302,1982,0.246,0.026,38
REQ_14303,1982,0.247,0.147,30
REQ_14304,1983,0.156,0.102,27
REQ_14305,1983,0.21,0.025,48
REQ_14306,1983,0.067,0.091,85
REQ_14307,1983,0.171,0.054,116
REQ_14308,1984,0.061,0.089,67
REQ_14309,1984,0.156,0.046,20
REQ_14310,1984,0.098,0.083,62
REQ_14311,1984,0.153,0.098,93
REQ_14312,1984,0.065,0.13,20
REQ_14313,1984,0.247,0.035,104
REQ_14314,1984,0.065,0.034,63
REQ_14315,1985,0.247,0.125,67
REQ_14316,1985,0.124,0.052,89
REQ_14317,1985,0.074,0.075,108
REQ_14318,1986,0.221,0.1,90
REQ_14319,1986,0.222,0.038,86
REQ_14320,1986,0.234,0.04,45
REQ_14321,1986,0.219,0.058,62
REQ_14322,1987,0.221,0.112,36
REQ_14323,1987,0.054,0.061,48
REQ_14324,1987,0.136,0.057,56
REQ_14325,1988,0.204,0.035,36
REQ_14326,1989,0.07,0.079,10
REQ_14327,1990,0.1,0.123,46
REQ_14328,1991,0.058,0.139,86
REQ_14329,1991,0.218,0.096,48
REQ_14330,1991,0.186,0.137,108
REQ_14331,1992,0.114,0.075,43
REQ_14332,1992,0.051,0.026,97
REQ_14333,1993,0.136,0.081,82
REQ_14334,1993,0.238,0.13,35
REQ_14335,1993,0.066,0.034,54
REQ_14336,1993,0.165,0.031,93
REQ_14337,1993,0.167,0.096,43
REQ_14338,1994,0.198,0.068,39
REQ_14339,1995,0.171,0.047,50
REQ_14340,1995,0.052,0.081,115
REQ_14341,1996,0.162,0.068,47
REQ_14342,1996,0.245,0.03,112
REQ_14343,1996,0.155,0.057,86
REQ_14344,1996,0.167,0.03,34
REQ_14345,1997,0.227,0.071,15
REQ_14346,1998,0.137,0.046,30
REQ_14347,1998,0.228,0.032,69
REQ_14348,1998,0.107,0.064,110
REQ_14349,1998,0.082,0.085,49
REQ_14350,1999,0.087,0.037,30
REQ_14351,1999,0.057,0.145,33
REQ_14352,2001,0.064,0.026,114
REQ_14353,2001,0.218,0.064,36
REQ_14354,2001,0.125,0.093,86
REQ_14355,2002,0.218,0.106,95
